110	Clint Capela	HOU	22	34	23	11	23.1	11.5	5.2	8.4	62.3	0.0	0.0	0.0	1.1	2.4	45.7	2.4	5.2	7.6	0.9	1.2	0.4	1.5	2.6	7	0	0.2
111	Tony Parker	SAS	34	32	25	7	25.8	11.5	4.9	10.2	47.9	0.5	1.2	40.5	1.3	1.6	76.9	0.3	1.7	2.0	4.8	1.4	0.4	0.0	1.6	0	0	4.3
112	James Johnson	MIA	29	41	16	25	25.8	11.3	4.2	8.8	47.8	1.2	3.4	36.2	1.7	2.4	70.1	0.9	4.0	4.9	3.0	2.1	0.8	0.9	2.8	2	0	-2.0
113	Marcin Gortat	WAS	32	45	25	20	34.8	11.3	5.0	8.6	58.4	0.0	0.0	0.0	1.3	2.1	63.4	3.1	8.3	11.4	1.6	1.7	0.5	1.0	3.0	24	0	2.8
114	Terrence Jones	NOP	25	44	17	27	24.5	11.3	4.5	9.4	47.6	0.4	1.5	26.2	2.0	3.3	59.9	1.3	4.7	6.0	1.2	1.0	0.8	1.2	1.3	6	0	-0.6
115	Josh Richardson	MIA	23	28	7	21	31.3	11.2	4.4	11.1	39.4	1.6	5.1	31.3	0.9	1.2	73.5	0.5	2.8	3.3	2.8	1.5	1.0	0.5	2.6	0	0	-2.6
116	Jahlil Okafor	PHI	21	31	8	23	23.0	11.2	4.7	9.0	52.7	0.0	0.0	0.0	1.7	2.8	60.9	1.6	3.3	4.8	1.0	1.5	0.4	1.1	2.5	1	0	-6.3
117	Wayne Ellington	MIA	29	26	10	16	27.3	11.2	4.1	9.9	41.2	2.2	6.4	33.5	0.9	1.0	88.5	0.2	1.8	2.0	1.4	0.3	0.8	0.1	1.2	0	0	-1.9
118	Greg Monroe	MIL	26	44	21	23	21.3	11.1	4.4	8.6	51.6	0.0	0.0	0.0	2.3	3.1	72.8	2.1	4.8	6.9	2.2	1.7	1.2	0.4	1.7	10	0	2.1
119	Maurice Harkless	POR	23	44	19	25	29.8	11.0	4.4	9.1	48.5	1.1	3.3	34.7	1.0	1.5	68.8	1.6	3.1	4.7	1.0	1.3	1.1	0.9	2.9	2	0	-0.5
120	Jerryd Bayless	PHI	28	3	1	2	23.8	11.0	3.7	10.7	34.4	0.7	1.7	40.0	3.0	3.3	90.0	1.0	3.0	4.0	4.3	3.0	0.0	0.0	1.3	0	0	-7.0
121	Jon Leuer	DET	27	40	19	21	26.7	11.0	4.4	8.6	51.3	0.9	2.5	34.3	1.3	1.5	89.7	1.4	4.6	6.0	1.8	0.9	0.5	0.4	2.0	2	0	1.9
122	Justise Winslow	MIA	20	18	4	14	34.7	10.9	4.4	12.6	35.4	0.4	1.9	20.0	1.6	2.6	61.7	1.3	3.9	5.2	3.7	1.8	1.4	0.3	2.9	1	0	-0.3
123	Mason Plumlee	POR	26	46	19	27	27.8	10.9	4.3	8.1	53.4	0.0	0.1	0.0	2.2	4.0	55.1	2.0	5.6	7.7	4.3	1.6	0.9	1.2	2.7	10	0	-0.4
124	Cody Zeller	CHA	24	38	22	16	26.9	10.9	4.2	7.2	59.0	0.0	0.0	0.0	2.4	3.5	68.9	2.3	4.2	6.6	1.4	1.2	0.7	1.1	3.2	3	0	4.7
125	Seth Curry	DAL	26	41	15	26	26.9	10.8	4.1	8.9	46.6	1.7	4.1	41.9	0.9	1.1	76.6	0.4	1.9	2.3	2.5	1.2	1.2	0.1	1.8	0	0	-0.5
126	Marvin Williams	CHA	30	40	19	21	27.1	10.8	3.9	9.6	40.5	1.8	4.8	36.6	1.3	1.6	82.8	1.0	4.5	5.5	1.3	0.7	0.7	0.5	1.5	2	0	1.8
127	Gorgui Dieng	MIN	27	45	17	28	32.1	10.8	4.6	8.6	53.5	0.1	0.4	31.6	1.5	2.0	76.7	2.3	5.1	7.4	2.0	1.5	1.0	1.2	3.3	6	0	0.8
128	Robert Covington	PHI	26	41	17	24	30.5	10.8	3.7	9.9	37.2	1.8	5.9	30.5	1.6	2.0	80.5	1.4	4.5	5.9	1.6	2.0	1.7	0.9	3.0	5	0	-2.3
129	Marco Belinelli	CHA	30	41	21	20	24.6	10.8	3.7	8.4	43.6	1.6	3.9	40.3	1.9	2.1	87.5	0.2	2.4	2.6	1.9	0.9	0.7	0.1	1.3	1	0	0.1
